id,name,artist,dance,energy,loud,mode,speech,acoustic,instrument,live,valence,tempo
6jBLNo8wTAMls9zsdYEvl4 ,Angel Baby                                                                                                                                                                       ,Tech N9ne                                       ,0.701,0.606,-5.965,0,0.189,0.635,0.0,0.296,0.501,96.058
6dEdj6yZp2Yx20Z6udqyOZ ,I Need A Girl PT II                                                                                                                                                              ,Diddy                                           ,0.714,0.471,-7.392,0,0.483,0.421,0.0,0.0308,0.781,199.758
3ePJkJdZMGp9ahaNmaRM7O ,Guess Who's Back                                                                                                                                                                 ,Rakim                                           ,0.79,0.798,-7.456,0,0.267,0.0153,0.0,0.106,0.693,94.015
2r4JRwcbIeuAzWjH4YXlLs ,Yikes                                                                                                                                                                            ,Kanye West                                      ,0.676,0.777,-3.241,0,0.357,0.145,0.0,0.228,0.226,173.931
6JsHgIkMYHcbNtKfsal2Mg ,Jerry Sprunger (with T-Pain)                                                                                                                                                     ,Tory Lanez                                      ,0.76,0.746,-5.331,0,0.227,0.137,0.0,0.0905,0.449,100.011
7GZponFcuF76akiRDuaoaj ,Hip-Hop                                                                                                                                                                          ,Dead Prez                                       ,0.583,0.543,-14.299,1,0.403,0.000642,0.00329,0.111,0.192,78.221
2QpGZOhTCHHiKmpSO9FW4h ,Follow God                                                                                                                                                                       ,Kanye West                                      ,0.529,0.9,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291
6MbxtmdQYE6eljl9sntLZt ,"The Gangsta, The Killa And The Dope Dealer                                                                                                                                     ",Westside Connection                             ,0.804,0.697,-8.51,1,0.264,0.309,0.0,0.884,0.472,92.919
5ByAIlEEnxYdvpnezg7HTX ,Juicy - 2005 Remaster                                                                                                                                                            ,The Notorious B.I.G.                            ,0.889,0.818,-4.639,1,0.253,0.47,0.0,0.179,0.782,96.063
3RnLEACttdwU6futFsaflI ,Bow Wow (That's My Name) (feat. Snoop Dogg)                                                                                                                                      ,Bow Wow                                         ,0.92,0.677,-3.484,1,0.266,0.216,1.68e-06,0.0981,0.939,91.939
3qnoOm4fwZPBS116f5hpgF ,All Mine                                                                                                                                                                         ,Kanye West                                      ,0.925,0.308,-6.562,0,0.338,0.125,0.0,0.0933,0.265,122.099
6ZmLu4NAhMsuAXLkcLMBrb ,"How Do You Want It (ft. KC, Jojo)                                                                                                                                              ",2Pac                                            ,0.763,0.84,-3.704,1,0.0929,0.0346,0.0,0.0601,0.748,92.477
3ln8p5gPbLGJQddjD1rdgA ,I Love My Bitch                                                                                                                                                                  ,Busta Rhymes                                    ,0.604,0.808,-5.805,0,0.314,0.0297,0.0,0.0493,0.688,193.894
3NGT0Td7H4Is1qrlDQJxma ,Check Yo Self - Remix                                                                                                                                                            ,Ice Cube                                        ,0.934,0.735,-6.668,1,0.251,0.031,8.6e-06,0.107,0.768,101.368
4gdx3sBwgfZTZAqxKzQVTA ,Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy)                                                                                                                             ,T-Pain                                          ,0.782,0.676,-6.144,1,0.324,0.00786,1.17e-06,0.141,0.878,158.162
5ltdcgEflWut0osW0ZzLhM ,Da Rockwilder                                                                                                                                                                    ,Method Man                                      ,0.612,0.659,-6.995,0,0.406,0.0137,0.0,0.417,0.393,99.137
7HhR1L61r3Z3PMWRRJSDHe ,Dangerous                                                                                                                                                                        ,Ying Yang Twins                                 ,0.8,0.783,-3.872,0,0.0966,0.169,0.0,0.206,0.889,114.995
0Zh5U48tZNeAzzLTV1CVBE ,Forgot About Dre                                                                                                                                                                 ,Dr. Dre                                         ,0.925,0.737,-1.292,1,0.0777,0.092,0.0,0.169,0.603,133.946
3tFI8AEosXedl4jEQwwwSg ,Straight To The Bank                                                                                                                                                             ,50 Cent                                         ,0.642,0.846,-3.856,1,0.423,0.112,0.0,0.045,0.519,179.548
2CtCwQhY0ZLvr8L2l8Bo6e ,Stand Up                                                                                                                                                                         ,Ludacris                                        ,0.751,0.84,-4.855,1,0.349,0.367,0.0,0.0916,0.801,99.057
1YrHyDbH17btvI2rFTkbCQ ,Bitch Please                                                                                                                                                                     ,Snoop Dogg                                      ,0.863,0.771,-2.77,1,0.19,0.00954,0.0,0.288,0.812,95.029
31VM9uxtem39xmT0dfDiSU ,Muthaf**ka Up                                                                                                                                                                    ,Tyga                                            ,0.59,0.542,-7.849,1,0.329,0.00152,0.0,0.364,0.48,122.482
0UaMYEvWZi0ZqiDOoHU3YI ,Lose Control (feat. Ciara & Fat Man Scoop)                                                                                                                                       ,Missy Elliott                                   ,0.904,0.813,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461
5pBvNeOAJ54zgd5lEOmM3b ,Without Me                                                                                                                                                                       ,Eminem                                          ,0.919,0.657,-2.823,1,0.0907,0.00293,0.0,0.356,0.659,112.23
6A6am7JK6SNzIKOGlU53sw ,Ayo Technology                                                                                                                                                                   ,50 Cent                                         ,0.63,0.782,-5.44,0,0.132,0.0828,0.0,0.034,0.418,140.144
3V608tXKQzlFg59P1ddJ0x ,How Come                                                                                                                                                                         ,D12                                             ,0.75,0.851,-2.197,1,0.202,0.256,0.0,0.215,0.54,90.001
2n4uOdMHzEvcZ0KP7iQnay ,Lose My Breath                                                                                                                                                                   ,Destiny's Child                                 ,0.814,0.899,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011
6mZcNu9i8uhOYMiEAyEx81 ,How We Do                                                                                                                                                                        ,The Game                                        ,0.862,0.648,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012
5XhkV07Vou38wnrzwURUOC ,Who Am I (What's My Name)?                                                                                                                                                       ,Snoop Dogg                                      ,0.692,0.833,-3.974,1,0.0492,0.000136,1.98e-05,0.515,0.692,96.814
6lWiUIMSExoXW0wLkznwSo ,It's Like That                                                                                                                                                                   ,Mariah Carey                                    ,0.8,0.633,-4.875,0,0.0514,0.0901,0.0,0.0315,0.836,95.953
0nKZeSrqH9u31NLoTUsYBR ,You Don't Know                                                                                                                                                                   ,Eminem                                          ,0.767,0.864,-1.847,0,0.133,0.0116,0.0,0.0957,0.747,85.475
3zSCNTXI7Ed0PiidZVmzIe ,Ignition - Remix                                                                                                                                                                 ,R. Kelly                                        ,0.778,0.549,-6.144,1,0.0473,0.0549,0.0,0.0724,0.802,133.041
2MuJbBWAVewREJmB8WdGJ3 ,It Was A Good Day                                                                                                                                                                ,Ice Cube                                        ,0.78,0.754,-5.377,0,0.0952,0.135,0.034,0.0467,0.81,82.394
7Irp5B9hUwbLQ1bSOJhxoa ,Faded                                                                                                                                                                            ,Tyga                                            ,0.84,0.642,-8.768,1,0.257,0.0191,0.0,0.322,0.325,95.058
03tqyYWC9Um2ZqU0ZN849H ,No Hands (feat. Roscoe Dash & Wale)                                                                                                                                              ,Waka Flocka Flame                               ,0.76,0.595,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497
70FCugJxa7XW04Np6iYJdI ,21 Questions                                                                                                                                                                     ,50 Cent                                         ,0.646,0.813,-3.846,0,0.299,0.349,9.37e-05,0.0427,0.895,92.729
4xkOaSrkexMciUUogZKVTS ,'Till I Collapse                                                                                                                                                                 ,Eminem                                          ,0.548,0.847,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447
7sPt2cfrg7DrVP52zfvS1i ,Gin N Juice (feat. Dat Nigga Daz)                                                                                                                                                ,Snoop Dogg                                      ,0.549,0.853,-4.293,1,0.188,0.0285,0.000296,0.618,0.346,94.695
3dFwpxh2yH7C7p9BGEKLVB ,Goodies (feat. Petey Pablo)                                                                                                                                                      ,Ciara                                           ,0.826,0.647,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017
1inwRCAEYHy6e7J0y1nnHx ,Homecoming                                                                                                                                                                       ,Kanye West                                      ,0.667,0.747,-7.059,1,0.189,0.337,0.0,0.115,0.918,86.917
7fXb8yG4gCsioqzJNZOv69 ,Where The Hood At                                                                                                                                                                ,DMX                                             ,0.537,0.948,-3.08,0,0.38,0.158,0.0,0.356,0.761,186.057
16LnNR25rqcvQVNv5UEQ7g ,X                                                                                                                                                                                ,Xzibit                                          ,0.935,0.608,-5.583,0,0.233,0.102,0.0,0.0891,0.829,96.913
6Tsu3OsuMz4KEGKbOYd6A0 ,Hypnotize - 2007 Remaster                                                                                                                                                        ,The Notorious B.I.G.                            ,0.895,0.694,-4.384,1,0.275,0.176,0.0,0.292,0.632,93.944
1lOe9qE0vR9zwWQAOk6CoO ,Ransom                                                                                                                                                                           ,Lil Tecca                                       ,0.745,0.642,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974
32SFvZODywPBVDYSYtqxCj ,Ruff Ryders' Anthem - Re-Recorded                                                                                                                                                ,DMX                                             ,0.867,0.796,-4.73,1,0.0693,0.202,0.0,0.0838,0.776,92.766
7w9bgPAmPTtrkt2v16QWvQ ,"Lose Yourself - From ""8 Mile"" Soundtrack                                                                                                                                     ",Eminem                                          ,0.701,0.728,-4.554,1,0.255,0.00971,0.00115,0.361,0.0591,171.388
6gQaf0ANLks2uWl2AHhU26 ,Hate It Or Love It                                                                                                                                                               ,The Game                                        ,0.796,0.782,-4.805,1,0.21,0.146,0.0,0.13,0.418,99.978
6gf1xlPETW9CwjsdnUzW3g ,HeadBand (feat. 2 Chainz)                                                                                                                                                        ,B.o.B                                           ,0.92,0.472,-7.941,1,0.333,0.166,0.0,0.068,0.308,97.463
2oTDOIAdsxPTE7yAp4YOcv ,Jump Around                                                                                                                                                                      ,House Of Pain                                   ,0.854,0.71,-6.32,0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894
6mcu7D7QuABVwUGDwovOEh ,If I Can't                                                                                                                                                                       ,50 Cent                                         ,0.886,0.626,-2.528,0,0.277,0.265,0.0,0.024,0.856,93.989
3GnLo84IkdSWCPYt6tnLll ,HUMBLE.                                                                                                                                                                          ,Kendrick Lamar                                  ,0.905,0.596,-7.496,0,0.118,0.000339,2.05e-05,0.0897,0.422,149.996
0B2ZuTLZnWQ6gz8RlNwBu1 ,On Fire                                                                                                                                                                          ,Lloyd Banks                                     ,0.759,0.825,-4.289,1,0.22,0.0923,0.00057,0.24,0.429,94.857
1qrJeqZbxsYyL3UV3mL7gM ,We Fly High                                                                                                                                                                      ,Jim Jones                                       ,0.684,0.797,-6.61,1,0.295,0.0809,0.0,0.0966,0.482,120.177
5SaO4hWRgqeruawxXuaYyM ,I Don't Dance - Album Edit                                                                                                                                                       ,DMX                                             ,0.665,0.941,-4.86,1,0.195,0.0882,0.0,0.0664,0.532,103.096
5mzMlUbbV9rta3M1YWB7rN ,I Like That                                                                                                                                                                      ,Houston                                         ,0.798,0.497,-3.955,0,0.111,0.0161,0.0,0.289,0.383,106.982
4Tjg4jsELqr8cSgwDZ4twe ,Mockingbird                                                                                                                                                                      ,Eminem                                          ,0.637,0.678,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039
2mKouqwAIdQnMP43zxR89r ,What's Luv? (feat. Ja-Rule & Ashanti)                                                                                                                                            ,Fat Joe                                         ,0.835,0.707,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955
0bEWzalbBcEsPOiXKWbk1g ,Chain Hang Low                                                                                                                                                                   ,Jibbs                                           ,0.792,0.589,-6.869,0,0.262,0.0259,0.000128,0.114,0.778,157.147
61LtVmmkGr8P9I2tSPvdpf ,Teach Me How to Dougie                                                                                                                                                           ,Cali Swag District                              ,0.846,0.438,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.013
0r2Bul2NuCViraT2zX1l5j ,Get Low                                                                                                                                                                          ,Lil Jon & The East Side Boyz                    ,0.521,0.625,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019
0D5ER6UGojHVHVVJV0QdY8 ,Kush - Main                                                                                                                                                                      ,Dr. Dre                                         ,0.424,0.866,-6.171,1,0.2,0.000859,0.000139,0.0869,0.426,190.276
5ngSGTy4Tw8cIBCMeIgoc9 ,Why We Thugs                                                                                                                                                                     ,Ice Cube                                        ,0.755,0.604,-5.436,1,0.417,0.382,0.0,0.125,0.663,98.458
7KwZNVEaqikRSBSpyhXK2j ,Hypnotize - 2014 Remaster                                                                                                                                                        ,The Notorious B.I.G.                            ,0.901,0.697,-3.439,1,0.28,0.145,0.0,0.287,0.67,93.941
2Kf9fwIOwZwd6Aw7OxfkF0 ,I'm Better (feat. Lamb)                                                                                                                                                          ,Missy Elliott                                   ,0.926,0.354,-10.773,1,0.511,0.374,0.0,0.49,0.561,105.005
0YImOCkIJ2PWhCXaURCZnY ,I Know What You Want (feat. Flipmode Squad)                                                                                                                                      ,Busta Rhymes                                    ,0.648,0.759,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996
0l3GEbH3CviUytD6iX4wzg ,Right Thurr                                                                                                                                                                      ,Chingy                                          ,0.866,0.749,-3.977,1,0.253,0.15,0.0,0.0614,0.891,92.074
1jRzdY7oUBOhrylNtiMtBD ,Shake Ya Ass                                                                                                                                                                     ,Mystikal                                        ,0.914,0.607,-5.658,1,0.32,0.0626,0.0,0.0515,0.666,98.054
3duLHeK9prOlXuPHPUjO1X ,Like This                                                                                                                                                                        ,MiMS                                            ,0.788,0.659,-6.984,0,0.278,0.0259,0.0,0.202,0.67,97.147
7EKTo6rVJ3XSS7QTd6ep2j ,Look At Me Now                                                                                                                                                                   ,Chris Brown                                     ,0.764,0.694,-5.745,0,0.189,0.0439,3.67e-06,0.18,0.581,146.075
2MQ51y5NhCyva4SgWmK2Me ,Ghetto Gospel                                                                                                                                                                    ,2Pac                                            ,0.794,0.614,-5.352,0,0.0467,0.0964,0.0,0.0789,0.663,80.569
5edU3oNjOvCPuvCol7HZjC ,Disco Inferno                                                                                                                                                                    ,50 Cent                                         ,0.92,0.657,-5.471,1,0.25,0.26,0.000571,0.291,0.675,96.95
4Kd0FzFpOgIGxlBl4HXuFn ,Salt Shaker                                                                                                                                                                      ,Ying Yang Twins                                 ,0.884,0.697,-6.022,1,0.128,0.0509,0.0,0.094,0.322,101.965
6Kd4EPrY9A4WBUFy5JaqEc ,Moves                                                                                                                                                                            ,Big Sean                                        ,0.808,0.534,-6.123,1,0.283,0.0417,0.0,0.136,0.354,75.5
0AA6zq5ArZ1sSH7VIMi4NK ,This Is Why I'm Hot                                                                                                                                                              ,MiMS                                            ,0.621,0.6,-6.349,1,0.576,0.277,0.0,0.495,0.485,80.021
3eGBESLT08agei7veoLLlz ,Straight Outta Compton - Extended Mix / Edit                                                                                                                                     ,N.W.A.                                          ,0.773,0.947,-5.824,1,0.249,0.117,0.0,0.44,0.464,102.146
6QBuaQKe7AvHvgaAlb2IYa ,Nasty                                                                                                                                                                            ,Nas                                             ,0.486,0.899,-5.98,1,0.392,0.0333,0.0,0.106,0.734,102.729
4l2ecMeHvDg2Y9OOkqfucN ,No Diggity                                                                                                                                                                       ,Blackstreet                                     ,0.865,0.65,-4.617,0,0.207,0.324,0.0,0.133,0.715,88.663
20fBuVybkHgjF6vNhSMROD ,Ambitionz Az A Ridah                                                                                                                                                             ,2Pac                                            ,0.801,0.908,-6.554,1,0.221,0.00253,0.000655,0.0698,0.805,87.279
3dgQqOiQ9fCKVhNOedd2lf ,Started From the Bottom                                                                                                                                                          ,Drake                                           ,0.794,0.523,-7.829,1,0.161,0.0331,0.0,0.156,0.56,86.307
5n8Aro6j1bEGIy7Tpo7FV7 ,Fuck Tha Police                                                                                                                                                                  ,N.W.A.                                          ,0.859,0.75,-8.325,0,0.303,0.0193,0.0,0.0538,0.857,98.691
7cVmKBwzPsh4Fmb6SplfEm ,"Lean Wit It, Rock Wit It                                                                                                                                                       ",Dem Franchize Boyz                              ,0.886,0.62,-5.854,1,0.307,0.082,0.0,0.1,0.6,76.035
1IRNjfivqiDhzey02C11ge ,P.I.M.P.                                                                                                                                                                         ,50 Cent                                         ,0.684,0.773,-3.05,0,0.351,0.0521,1.49e-05,0.0328,0.873,78.66
3J4YoloryJCieZ9kapS1oL ,Always On Time                                                                                                                                                                   ,Ja Rule                                         ,0.84,0.706,-6.104,0,0.2,0.208,0.0,0.241,0.839,96.673
3tvWMBIblzT5FSjKtIeRR1 ,Whatever You Like                                                                                                                                                                ,T.I.                                            ,0.68,0.687,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053
2IpGdrWvIZipmaxo1YRxw5 ,Bottoms Up (feat. Nicki Minaj)                                                                                                                                                   ,Trey Songz                                      ,0.845,0.601,-5.283,1,0.161,0.0205,0.0,0.385,0.329,74.008
3UaqMekEh1kbVu2A6DwiQs ,Hustlin'                                                                                                                                                                         ,Rick Ross                                       ,0.502,0.652,-7.224,1,0.3,0.0849,0.0,0.0675,0.649,136.04
6HHytHLXLX8QfWTtGfFSvH ,Drop It Like It's Hot                                                                                                                                                            ,Snoop Dogg                                      ,0.892,0.628,-3.832,1,0.216,0.169,0.0,0.102,0.676,92.063
2QbMbzEo18oUOD7GF95lWW ,Break Ya Neck                                                                                                                                                                    ,Busta Rhymes                                    ,0.826,0.79,-7.555,0,0.242,0.463,0.00251,0.0614,0.739,83.014
2g8HN35AnVGIk7B8yMucww ,Big Poppa - 2005 Remaster                                                                                                                                                        ,The Notorious B.I.G.                            ,0.78,0.575,-7.247,0,0.273,0.43,0.0,0.143,0.773,84.492
5bh0ZC4XO0VJuH0NPGkqlH ,Put On                                                                                                                                                                           ,Jeezy                                           ,0.653,0.77,-6.091,0,0.0353,0.00342,0.0,0.0887,0.272,137.616
1ne7JVHEPnoncXzQunQVKW ,W.T.P.                                                                                                                                                                           ,Eminem                                          ,0.77,0.937,-2.327,1,0.247,0.0319,0.0,0.348,0.685,95.011
5EEOjaJyWvfMglmEwf9bG3 ,Regulate                                                                                                                                                                         ,Warren G                                        ,0.832,0.588,-10.88,0,0.248,0.4,0.0,0.104,0.716,95.309
2JpUkUR0OsOlUUfm6iS8ic ,Money Maker                                                                                                                                                                      ,Ludacris                                        ,0.551,0.598,-6.79,1,0.27,0.15,0.0,0.299,0.612,78.756
0pcYJDuIsIzfOek0CIQdkm ,Get Ur Freak On                                                                                                                                                                  ,Missy Elliott                                   ,0.78,0.787,-6.653,1,0.209,0.533,0.134,0.122,0.668,177.835
6ndmKwWqMozN2tcZqzCX4K ,Remember the Name (feat. Styles of Beyond)                                                                                                                                       ,Fort Minor                                      ,0.688,0.835,-4.162,1,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858
2dN72Xy0X05DiUXwtGAgCM ,Party Like A Rock Star                                                                                                                                                           ,Shop Boyz                                       ,0.619,0.709,-4.633,1,0.0395,0.00558,0.0,0.507,0.68,144.972
2Gfjg25kbUJSKplIga62W8 ,Hands Up                                                                                                                                                                         ,Lloyd Banks                                     ,0.799,0.878,-2.282,1,0.219,0.077,0.0,0.51,0.594,95.0
5DCA1FOUDBURlRTNg4ganf ,Let Me Blow Ya Mind                                                                                                                                                              ,Eve                                             ,0.905,0.559,-4.237,0,0.11,0.249,0.0,0.0646,0.887,90.031
05CTGhMQQuBDJ5XkNYz6f4 ,Ridin'                                                                                                                                                                           ,Chamillionaire                                  ,0.788,0.798,-4.68,0,0.0997,0.189,0.0,0.3,0.836,143.051
6EtkH6EfTfNLjUHKDylEym ,"Shake Ya Tailfeather - Nelly, P. Diddy, Murphy Lee                                                                                                                             ",Diddy                                           ,0.671,0.782,-5.4,1,0.272,0.207,0.0,0.174,0.905,87.649
0B1J7lh3ej57Nk09UYNlrj ,Hotel (feat. R. Kelly)                                                                                                                                                           ,Cassidy                                         ,0.676,0.652,-6.846,1,0.204,0.103,0.0,0.113,0.416,91.231
6mapJIPnQ23RTAevUoE0DL ,Swang                                                                                                                                                                            ,Rae Sremmurd                                    ,0.681,0.314,-9.319,1,0.0581,0.2,9.82e-06,0.1,0.166,139.992
0I3q5fE6wg7LIfHGngUTnV ,Ms. Jackson                                                                                                                                                                      ,Outkast                                         ,0.843,0.806,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948
4MeDnO5yA2Zi6IMlVApRci ,Freek-A-Leek                                                                                                                                                                     ,Petey Pablo                                     ,0.756,0.691,-3.718,1,0.178,0.0744,0.0,0.364,0.632,104.999
5n6PtOoeGzBeKFDeGNozLd ,Throw Myself A Party                                                                                                                                                             ,Cashmere Cat                                    ,0.626,0.64,-5.133,0,0.0525,0.195,0.0,0.147,0.516,136.072
1fLibtVj3MrNTwRZq5yUOs ,Let's Go (feat. Big D & Twista)                                                                                                                                                  ,Trick Daddy                                     ,0.748,0.767,-7.806,0,0.172,0.0267,0.0,0.334,0.519,133.929
5wpAfHdbEGUlMMDFqZCGKV ,"My Neck, My Back (Lick It)                                                                                                                                                     ",Khia                                            ,0.853,0.7,-2.05,0,0.117,0.0293,0.0,0.0574,0.741,102.069
2lVDc57IMK6nypg2iuEWVR ,Tipsy - Radio Mix                                                                                                                                                                ,J-Kwon                                          ,0.925,0.748,-5.572,0,0.278,0.0484,0.0,0.101,0.615,92.978
27AHAtAirQapVldIm4c9ZX ,Jump                                                                                                                                                                             ,Kris Kross                                      ,0.749,0.745,-10.625,1,0.164,0.000501,0.00403,0.333,0.481,101.972
6Cr4GuonfqCCFIqSSOGTBG ,Trouble On My Mind                                                                                                                                                               ,Pusha T                                         ,0.655,0.794,-6.195,1,0.374,0.11,2.75e-05,0.307,0.591,172.206
13oiYgOtpjRa4kWxE04jHC ,Just A Lil Bit                                                                                                                                                                   ,50 Cent                                         ,0.689,0.66,-7.687,1,0.321,0.0418,0.00573,0.272,0.528,96.942
792TEXXCBN8SxkQOsWCECr ,Fight Music                                                                                                                                                                      ,D12                                             ,0.75,0.849,-3.097,1,0.264,0.0803,0.0,0.333,0.771,89.501
3jagJCUbdqhDSPuxP8cAqF ,Work It                                                                                                                                                                          ,Missy Elliott                                   ,0.884,0.677,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868
5Y78yINSOCW6xbOfGWNBg4 ,Wait (The Whisper Song)                                                                                                                                                          ,Ying Yang Twins                                 ,0.933,0.513,-13.203,1,0.347,0.00112,0.00248,0.107,0.595,102.017
3JTzGbTpfCoczeRBAgUAWt ,Bring Em Out - Amended                                                                                                                                                           ,T.I.                                            ,0.764,0.875,-4.27,1,0.273,0.0432,0.0,0.236,0.573,98.565
0jRWHt3UuKdgIAVyPO6EWw ,There It Go (The Whistle Song)                                                                                                                                                   ,Juelz Santana                                   ,0.942,0.892,-6.363,0,0.196,0.023,0.000897,0.264,0.595,100.007
0NJu93oln1kkgbHLFzLJ4h ,Window Shopper                                                                                                                                                                   ,50 Cent                                         ,0.534,0.671,-5.023,0,0.195,0.0504,0.0,0.362,0.422,174.292
3zbnvxvqV5lL4Vq0FznWsX ,Wop (Official Version)                                                                                                                                                           ,J. Dash                                         ,0.836,0.817,-5.672,1,0.0677,0.00968,0.0,0.114,0.647,112.007
1XMc4FzFFgjQFVmIMvEvWX ,Gravel Pit                                                                                                                                                                       ,Wu-Tang Clan                                    ,0.785,0.733,-8.67,1,0.251,0.306,0.0,0.272,0.546,120.938
1YNC4CuWPLfmJ7V0xgSObY ,You're a Jerk                                                                                                                                                                    ,New Boyz                                        ,0.931,0.456,-6.206,1,0.348,0.153,0.0,0.0914,0.522,99.048
4iNkk2qPPXC1MAZdVUq810 ,Crank That (Soulja Boy)                                                                                                                                                          ,Soulja Boy                                      ,0.74,0.722,-2.149,1,0.0791,0.515,0.0,0.074,0.841,140.139
6KqKg8IPuvtDB3PNAvffFf ,Shake That                                                                                                                                                                       ,Eminem                                          ,0.964,0.642,-5.831,0,0.109,0.0543,3.68e-05,0.158,0.547,107.006
2wD3LhUzTSWBJjL52TFrc7 ,My Band                                                                                                                                                                          ,D12                                             ,0.848,0.854,-3.305,0,0.0845,0.47,2.29e-06,0.106,0.876,120.024
2eOuL8KesslTLQERQPu11D ,Bad Boy for Life                                                                                                                                                                 ,Diddy                                           ,0.669,0.829,-3.801,1,0.49,0.179,0.0,0.241,0.61,118.934
5e7ldn9Kwo8Aw9Z8ql9cDj ,All Eyez On Me (ft. Big Syke)                                                                                                                                                    ,2Pac                                            ,0.873,0.719,-5.948,1,0.248,0.03,0.0,0.333,0.858,93.281
3ZAMtgYJFoHwJjFkhkXqKr ,Dance (A$$) Remix                                                                                                                                                                ,Big Sean                                        ,0.787,0.73,-6.788,0,0.35,0.0276,0.00157,0.0828,0.739,159.825
65iyI1iybyv5ecsfBHSdUf ,Gangsta Nation                                                                                                                                                                   ,Westside Connection                             ,0.843,0.7,-3.249,0,0.26,0.127,0.0,0.876,0.675,95.05
2gFUtFej24YGR3PzJUJzKb ,Writer's Block (feat. Eminem)                                                                                                                                                    ,"Royce Da 5'9""                                ",0.459,0.705,-5.952,1,0.126,0.000409,1.52e-06,0.308,0.206,157.212
1rJM37Dd4OcSJvzI84yCcP ,Fu-Gee-La                                                                                                                                                                        ,Fugees                                          ,0.681,0.505,-11.709,1,0.138,0.137,0.0,0.234,0.399,89.953
4YtoipFgf4k0AfD17ZfD5X ,"Nuthin' But A ""G"" Thang                                                                                                                                                      ",Dr. Dre                                         ,0.801,0.699,-8.18,0,0.279,0.00575,0.0,0.146,0.655,94.605
0xsbBYgKasUkHM0IHUebzr ,Been Around the World (feat. The Notorious B.I.G. & Mase) - 2014 Remaster                                                                                                        ,Diddy                                           ,0.749,0.814,-5.252,0,0.0744,0.00303,7.07e-05,0.33,0.853,99.597
7fcfNW0XxTWlwVlftzfDOR ,Walk                                                                                                                                                                             ,Pantera                                         ,0.43,0.704,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242
61mWefnWQOLf90gepjOCb3 ,Duality                                                                                                                                                                          ,Slipknot                                        ,0.354,0.982,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772
5V3mdRI2yQxbSsJGDPc5lD ,Chop Suey!                                                                                                                                                                       ,System Of A Down                                ,0.42,0.929,-3.899,0,0.121,0.000353,0.000747,0.122,0.3,127.204
5sICkBXVmaCQk5aISGR3x1 ,Enter Sandman                                                                                                                                                                    ,Metallica                                       ,0.577,0.828,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257
4OROzZUy6gOWN4UGQVaZMF ,The Trooper - 2015 Remaster                                                                                                                                                      ,Iron Maiden                                     ,0.285,0.908,-4.601,0,0.0705,0.0318,0.00909,0.311,0.669,159.756
1jzDzZWeSDBg5fhNc3tczV ,Paranoid                                                                                                                                                                         ,Black Sabbath                                   ,0.429,0.631,-11.514,0,0.0769,7.85e-05,0.00411,0.175,0.376,162.734
5anCkDvJ17aznvK5TED5uo ,Hail to the King                                                                                                                                                                 ,Avenged Sevenfold                               ,0.58,0.916,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004
3CBoWhq9cd7WGQZ9EDQVnn ,Under and Over It                                                                                                                                                                ,Five Finger Death Punch                         ,0.468,0.996,-3.027,0,0.179,1.41e-05,0.0,0.26,0.094,75.978
3cwDSDzTiWr5H5xMQhQ6Mx ,Du hast                                                                                                                                                                          ,Rammstein                                       ,0.64,0.922,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.105
4fiOTntQKr24p07FvQDHZE ,Raining Blood                                                                                                                                                                    ,Slayer                                          ,0.227,0.995,-4.361,0,0.173,0.000405,0.393,0.127,0.0363,87.499
2MuWTIM3b0YEAskbeeFE1i ,Master Of Puppets                                                                                                                                                                ,Metallica                                       ,0.543,0.836,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173
2aIB1CdRRG7YLBu9hNw9nR ,The Beautiful People                                                                                                                                                             ,Marilyn Manson                                  ,0.621,0.834,-10.068,0,0.0557,0.000779,0.456,0.0611,0.937,143.973
6W21LNLz9Sw7sUSNWMSHRu ,Freak On a Leash                                                                                                                                                                 ,Korn                                            ,0.353,0.898,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.293
